6.525781936943531036e-03,-2.140222191810607910e-01,5.992121696472167969e-01,3.591925278306007385e-02,-2.932994067668914795e-02,-7.507605552673339844e-01,6.589447259902954102e-01,2.944109737873077393e-01,5.570340156555175781e-01,1.383935287594795227e-02,-1.344346880912780762e+00,7.901006937026977539e-01,-2.940898761153221130e-02,3.998140096664428711e-01,9.712110757827758789e-01,1.079869940876960754e-01,1.596981406211853027e+00,-1.068309396505355835e-01,2.489408850669860840e-01,2.316962331533432007e-01,4.907170236110687256e-01,-1.721568703651428223e-01,5.354528501629829407e-02,-3.819482624530792236e-01,-9.035043418407440186e-02,-1.362024545669555664e-01,4.093750417232513428e-01,-9.292440861463546753e-02,-6.146474555134773254e-02
7.380498107522726059e-03,-2.168736457824707031e-01,5.955185890197753906e-01,2.165293507277965546e-02,-4.603213816881179810e-02,-7.577148675918579102e-01,6.506000161170959473e-01,3.249529004096984863e-01,6.067202091217041016e-01,6.073268130421638489e-02,-1.352719902992248535e+00,7.644326686859130859e-01,-7.383291143923997879e-03,4.509511590003967285e-01,9.513530731201171875e-01,1.195005327463150024e-01,1.625837445259094238e+00,-6.503364443778991699e-02,2.531932890415191650e-01,2.469881027936935425e-01,5.394869446754455566e-01,-2.093341797590255737e-01,4.823554307222366333e-02,-3.894039094448089600e-01,-9.867590665817260742e-02,-1.066185310482978821e-01,5.169643759727478027e-01,-1.474454700946807861e-01,-5.428948253393173218e-02
8.027857169508934021e-03,-2.169440388679504395e-01,5.961423516273498535e-01,2.469867467880249023e-02,-4.787642136216163635e-02,-7.533426880836486816e-01,6.554179191589355469e-01,3.278627395629882812e-01,6.106981635093688965e-01,6.467145681381225586e-02,-1.353953123092651367e+00,7.610158324241638184e-01,-7.570374757051467896e-03,4.537707865238189697e-01,9.484571814537048340e-01,1.207141876220703125e-01,1.627496480941772461e+00,-5.998491868376731873e-02,2.516764104366302490e-01,2.497193217277526855e-01,5.368915796279907227e-01,-2.099075913429260254e-01,4.851791635155677795e-02,-3.874191641807556152e-01,-9.931817650794982910e-02,-1.039132550358772278e-01,5.160984992980957031e-01,-1.472844928503036499e-01,-5.352783203125000000e-02
4.890061914920806885e-03,-2.159765660762786865e-01,5.995967388153076172e-01,2.943515963852405548e-02,-3.710058704018592834e-02,-7.722145915031433105e-01,6.335943341255187988e-01,3.306508958339691162e-01,5.745573639869689941e-01,2.303742319345474243e-01,-1.214156866073608398e+00,5.370720028877258301e-01,-9.003508090972900391e-02,3.750809729099273682e-01,7.697698473930358887e-01,7.641506381332874298e-03,1.795577526092529297e+00,-1.789538115262985229e-01,2.802719175815582275e-01,1.926449537277221680e-01,6.785823106765747070e-01,-1.978595107793807983e-01,4.306989535689353943e-02,-3.446376919746398926e-01,-9.451708942651748657e-02,-1.250080317258834839e-01,4.467128813266754150e-01,-1.562799811363220215e-01,-5.102001875638961792e-02
3.794545307755470276e-03,-2.162327319383621216e-01,6.015127301216125488e-01,3.599224612116813660e-02,-3.388312458992004395e-02,-7.671079039573669434e-01,6.396107673645019531e-01,3.239267766475677490e-01,5.506156086921691895e-01,3.525403439998626709e-01,-1.139927983283996582e+00,4.190875291824340820e-01,-1.273161768913269043e-01,2.834988534450531006e-01,6.900523900985717773e-01,-4.387691989541053772e-02,1.863788247108459473e+00,-2.582831978797912598e-01,2.908300757408142090e-01,1.463429778814315796e-01,7.696563601493835449e-01,-1.919806301593780518e-01,4.162114486098289490e-02,-3.274590075016021729e-01,-7.426097989082336426e-02,-1.275416910648345947e-01,3.926652669906616211e-01,-1.636777222156524658e-01,-5.467007681727409363e-02
2.277702093124389648e-03,-2.166473120450973511e-01,6.020401716232299805e-01,4.697494581341743469e-02,-2.869146317243576050e-02,-7.685912251472473145e-01,6.373677849769592285e-01,3.295933306217193604e-01,5.173578858375549316e-01,4.559810459613800049e-01,-1.083290934562683105e+00,3.231891095638275146e-01,-1.773669421672821045e-01,2.002571821212768555e-01,5.726646184921264648e-01,-1.058782264590263367e-01,1.898006319999694824e+00,-3.322727680206298828e-01,2.692536711692810059e-01,8.953256160020828247e-02,8.358603119850158691e-01,-1.826315224170684814e-01,4.936862736940383911e-02,-3.366878330707550049e-01,-6.936281174421310425e-02,-1.169084459543228149e-01,3.835157454013824463e-01,-1.646885573863983154e-01,-5.788322910666465759e-02
2.724075166042894125e-04,-2.173618227243423462e-01,6.014533638954162598e-01,5.124753341078758240e-02,-2.980128116905689240e-02,-7.623342275619506836e-01,6.444626450538635254e-01,3.114174306392669678e-01,5.078567266464233398e-01,5.660550594329833984e-01,-1.022892594337463379e+00,2.492111176252365112e-01,-1.746251136064529419e-01,9.051143378019332886e-02,5.137974023818969727e-01,-1.290038228034973145e-01,1.905812978744506836e+00,-4.048334360122680664e-01,2.435886859893798828e-01,5.449153855443000793e-02,9.141854047775268555e-01,-1.741831153631210327e-01,5.389348044991493225e-02,-3.482560217380523682e-01,-7.067274302244186401e-02,-1.297250092029571533e-01,3.831943571567535400e-01,-1.721880435943603516e-01,-5.794236063957214355e-02
-2.082058927044272423e-03,-2.189392596483230591e-01,6.017552018165588379e-01,5.967832729220390320e-02,-2.790992707014083862e-02,-7.512462735176086426e-01,6.567256450653076172e-01,2.762959897518157959e-01,4.755938053131103516e-01,6.689347028732299805e-01,-9.704546928405761719e-01,1.675640791654586792e-01,-2.145836055278778076e-01,-5.274739488959312439e-02,4.866038858890533447e-01,-1.104761809110641479e-01,1.903322219848632812e+00,-4.851194620132446289e-01,1.953922510147094727e-01,1.382534299045801163e-02,9.721773862838745117e-01,-1.688004732131958008e-01,5.875021964311599731e-02,-3.464349210262298584e-01,-6.775561720132827759e-02,-1.269527077674865723e-01,3.786323368549346924e-01,-1.821912676095962524e-01,-6.380603462457656860e-02
-4.968708846718072891e-03,-2.197762727737426758e-01,6.010500192642211914e-01,6.350693851709365845e-02,-2.546328306198120117e-02,-7.466173768043518066e-01,6.617257595062255859e-01,2.689587771892547607e-01,4.616766870021820068e-01,7.525106668472290039e-01,-9.276704192161560059e-01,9.314873814582824707e-02,-2.142992168664932251e-01,-2.081747502088546753e-01,4.737895727157592773e-01,-6.169634684920310974e-02,1.890686511993408203e+00,-5.435912013053894043e-01,1.480418741703033447e-01,-1.279016397893428802e-02,1.019622921943664551e+00,-1.591040045022964478e-01,6.171184778213500977e-02,-3.569808602333068848e-01,-7.985129207372665405e-02,-1.382917910814285278e-01,3.874466717243194580e-01,-1.893274486064910889e-01,-6.713562458753585815e-02
-7.666768040508031845e-03,-2.208574861288070679e-01,5.991613864898681641e-01,6.498299539089202881e-02,-2.416017465293407440e-02,-7.426068186759948730e-01,6.661295890808105469e-01,2.390318214893341064e-01,4.538214206695556641e-01,8.464133143424987793e-01,-8.863878846168518066e-01,9.244615212082862854e-03,-2.224571406841278076e-01,-4.281120598316192627e-01,4.580302834510803223e-01,6.453934311866760254e-02,1.870236754417419434e+00,-5.951516628265380859e-01,1.117997914552688599e-01,-3.404573351144790649e-02,1.065114140510559082e+00,-1.568357646465301514e-01,6.186918169260025024e-02,-3.785265088081359863e-01,-8.612436056137084961e-02,-1.511200666427612305e-01,4.203439950942993164e-01,-1.961349099874496460e-01,-6.963631510734558105e-02
